-34.938149202787,-8.08118549936797
-34.938066805326,-8.08102234084766
-34.9379590548002,-8.08082153027055
-34.9378513042743,-8.08057051690865
-34.937756230281,-8.08035715542827
-34.9376865093525,-8.08019399657305
-34.9376041118915,-8.08004338834046
-34.9375153761644,-8.07981747588618
-34.9375724205604,-8.0797296210087
-34.9378513042743,-8.07959783865663
-34.9380604670598,-8.07949743302616
-34.9381618793194,-8.07966686751308
-34.9382886446439,-8.07992415678313
-34.9383647038387,-8.08013124314963
-34.9384787926307,-8.08034460474944
-34.9386055579552,-8.08061444425826
-34.9386879554162,-8.08077132761066
-34.9387830294096,-8.08101606551864
-34.9389034564679,-8.08121060067294
-34.9389985304612,-8.0814239617021
-34.9390936044546,-8.08163732261841
-34.9391950167142,-8.08185695873798
-34.9396767249474,-8.08202011692082
-34.9397401076097,-8.08189461063218
-34.9396260188176,-8.08172517708058
-34.939524606558,-8.0814678889588
-34.9393915029673,-8.08123570197635
-34.9393091055063,-8.08103489150541
-34.9392393845778,-8.08087800825547
-34.9391569871169,-8.08072112494452
-34.9390936044546,-8.08057051690865
-34.9389858539288,-8.08033205407023
-34.9389097947341,-8.08016889520486
-34.9388210590069,-8.07998691023874
-34.9387766911433,-8.07988022935839
-34.9387196467473,-8.07977354844984
-34.9386372492864,-8.07961038935867
-34.9385675283579,-8.07944723020156
-34.9385104839618,-8.07930289704607
-34.9384344247671,-8.07915856383895
-34.9383900569036,-8.07903933202024
-34.9385738666241,-8.07895147697338
-34.9386942936824,-8.07888872335677
-34.9387893676758,-8.07885107118214
-34.9389097947341,-8.07909581025454
-34.9389858539288,-8.07925896955371
-34.9390619131235,-8.07942212878693
-34.9391126192533,-8.07952253443613
-34.9391696636493,-8.07966059216298
-34.9392330463116,-8.07979237449457
-34.9392964289739,-8.07991160609083
-34.9393661499023,-8.08008104040388
-34.9394422090971,-8.08025047464579
-34.9395055917593,-8.08038853212363
-34.9395753126878,-8.08053914022742
-34.9396450336163,-8.08064582093362
-34.939721092811,-8.08082153027055
-34.9398351816031,-8.08104116683414
-34.9399492703951,-8.08124825262746
-34.93997462346,-8.08134865782233
-34.9402154775766,-8.08085918226138
-34.9401520949144,-8.08068347294082
-34.9400126530574,-8.08042618415486
-34.9399492703951,-8.08026930066827
-34.9398478581355,-8.08000573627353
-34.9397591224084,-8.07981747588618
-34.9396767249474,-8.0796856935628
-34.9396070040189,-8.07950998373134
-34.939524606558,-8.07932799846811
-34.9394485473633,-8.07912718704797
-34.9393344585712,-8.07895147697338
-34.9392647376427,-8.07877576682231
-34.939188678448,-8.07866281025623
-34.9391126192533,-8.07846199850515
-34.9389795156626,-8.07819843293026
-34.9389097947341,-8.07804154857778
-34.9388781034029,-8.07790976567458
-34.9388083824745,-8.077790533487
-34.9386942936824,-8.07771522892935
-34.9385611900916,-8.07767130126422
-34.9384280865009,-8.07767757664524
-34.9383013211764,-8.07770895354891
-34.9381745558519,-8.07775915658969
-34.9380984966571,-8.07777798272839
-34.9380414522611,-8.07780308424526
-34.9379844078651,-8.07783446113916
-34.937870319073,-8.07785956265253
-34.9378449660081,-8.07788466416434
-34.937756230281,-8.07793486718328
-34.9375724205604,-8.07796624406693
-34.9373822725736,-8.07806665007828
-34.9371921245868,-8.07811685307457
-34.937027329665,-8.07820470830309
-34.9368498582106,-8.07827373739779
-34.9367357694186,-8.07836159259215
-34.936551959698,-8.07841807092128
-34.9364061795748,-8.07849337534783
-34.9363111055814,-8.07856240439318
-34.9362287081205,-8.07859378122806
-34.9362920907828,-8.07876949145836
-34.9363681499775,-8.07890754944278
-34.9364188561073,-8.07902050594038
-34.9364885770358,-8.07918366527
-34.9365329448993,-8.07929034633445
-34.9366470336914,-8.07946605626153
-34.9367167546199,-8.07965431681279
-34.9367737990159,-8.07983630192887
-34.9368561964769,-8.07998691023874
-34.936944932204,-8.08013751849242
-34.9370019766001,-8.08028185134944
-34.9370526827299,-8.08043873483115
-34.9371350801908,-8.08058934291621
-34.9372491689829,-8.08080897960617
-34.9372618455153,-8.08089683424868
-34.9372998751127,-8.08101606551864
-34.9374836848332,-8.0811478474076
-34.9376928476187,-8.08124825262746
-34.9379020104041,-8.08136120846993
-34.9380604670598,-8.08124825262746
